org,classification,source,Dataset_ids,Occurrences,WeightedOccurrences
Nova Scotian Institute of Science,public,manual,['8e5ebdf7-05f1-4d0d-b9d0-84bf1575926e'],215,0.0
Museum of Victoria,public,baseline,['1fffd2ee-36af-4466-9feb-c1056b2150b9'],29,0.0
Universidade Federal do Ceará ,public,baseline,['a77de2cc-0e3f-485b-8c87-eb0545423957'],3874,0.0
Aquarium of the Pacific,private,oceanexpert_id,['78db144a-7892-4abd-be48-c365b08d864e'],2,0.6666666666666665
"University of Abomey-Calavi, Research Laboratory in Applied Biology, Research Unit on Biological Invasion",public,baseline,['82121718-6c58-4f72-ba09-be9318bb1e25'],43,0.0
Pendoley Environmental Pty Ltd,public,manual,['00d94f3f-4f3b-49ca-bb5f-29a7500515df'],60,0.0
Oceanological Observatory of Banyuls-sur-mer; Benthic Ecogeochemistry Laboratory UMR 8222,public,rag,['3aa23743-5491-481b-9a70-42a537b61ed2'],18738,986.2105263157894
University of Pisa,public,baseline,"['b3d74552-cfea-4c16-83ed-46f1c4260704', 'ec7a8328-a85c-42ef-9f09-98efd5316657', 'd69484a6-ce0c-4d64-b2c9-6282cb9dcb94', '50c99884-c1d7-4404-ade7-60b84acb5b46', '19104c99-492b-4f23-a3e9-41e86eaef780', '63ae7e90-c2c3-411e-b3f0-36de403cae1b', '30bc7528-925f-4df4-b89b-d204ab024294', '6f8f677c-5a18-43b4-806b-070e30caf90c', '222d85fd-d6fb-454b-baaf-2ab60906dab1']",5982,0.0
Senckenberg am Meer; German Centre for Marine Biodiversity Research,public,baseline,"['a449c6d1-7a79-4b84-a31d-028a3a70b0cb', '3b00bf46-5fb6-49fc-bf89-5bde09fb63ac', '205def75-ff7d-416b-abf7-d12ac8d5d660', '7137155d-f555-449c-9a9b-28af6f17c4a4', '88bb5351-cbed-4448-abf8-fdeae8b1abaf', '9afe0ed9-4d76-4325-a3ef-45714dc8afe7', 'accd827e-e428-4262-b289-be8064e0434d', '610bd0de-37d8-41aa-a663-393da3cf0c06', 'b028c32d-98bc-49dd-b2ae-038d9bff101f', 'fff34c63-d718-4ab7-be42-4123e4b4272b', 'cd1f299a-929a-4a51-b59e-bd5417d65d9c', '71748d53-57e9-4e30-9678-ede83ca6c7ba', 'bfa5e693-7ed4-456c-a276-1a9807d6f27a']",19740,258.49999999999994
Aquabiosfera,private,manual,"['26ff98fc-cfe1-444e-82ad-6e087b7d86fe', '0569339f-a376-42f4-8453-49ab9932713d']",7380,2481.533333333333
Uniwersytet Łódzki,public,oceanexpert_id,['99cb5f25-9aaa-4c8c-a0f3-43375f183ca2'],13818,1974.0
Institute for Coastal Marine Environment - National Research Council,public,oceanexpert_id,['db07ed8a-5f8a-436a-8b3c-5d63e93b6d84'],787,0.0
IRD,public,manual,"['0681f804-ea29-4fef-a9d9-ba617ea76d0d', 'afe4f593-fa5c-4e03-85c1-44d8effcce9f', '78819b2f-fee1-4b51-84ad-6b3777a06ea7']",74501,0.0
Eberhard Karls University of Tübingen,public,baseline,['6cd4445d-5d99-420b-98bf-2649b6731f0c'],66661,0.0
Texas A&M University — Department of Wildlife and Fisheries,public,oceanexpert_id,['199ecfcf-03ba-44b6-9cea-f7d4030dac75'],13,0.0
Universidad Simón Bolívar/OBIS Caribe,public,baseline,['7e9d478e-16cd-4afa-831e-55c23f7fc723'],40,0.0
Università degli Studi di Pavia; Laboratoria di Ecologia,public,baseline,['32d3fa59-a675-4044-aafe-f360d2a52f8a'],963,0.0
World Wildlife Fund - WWF,public,manual,['5c391d75-65ef-47b9-abbb-769ab587e819'],2174,167.23076923076923
Unidad Administrativa Especial del Parque Nacional Natural Sanquianga -  UAESPNN,public,baseline,['5c391d75-65ef-47b9-abbb-769ab587e819'],2174,167.23076923076923
UFES,public,rag,['d80e376f-daaf-4cf0-b802-c302768beb4d'],2548,0.0
ADS Biodiversidad,public,rag,['f42430fb-55d5-4588-9079-442169f356ad'],4,0.0
Archelon - Sea Turtle Protection Society,public,rag,"['092fbb92-7275-49dc-b051-3ab1fc4c008d', 'e0866416-5803-468f-bedd-bc86385ae298', 'b8b1f74c-ce86-4f50-af0f-9cf2caaed5df', '5a4aefc8-c01f-4dff-a3e0-57e0a9062d16', 'ba719115-3d9d-4038-9e77-9d2a24b6c4da']",184,0.0
University of Amsterdam Institute for Biodiversity and Ecosystem Dynamics,public,oceanexpert_id,[],0,0.0
"University of Western  Australia, Centre for Marine Futures",public,oceanexpert_id,"['59e3e2bb-8724-417d-a6be-d9e2d2db312a', '3713f140-d0fc-47bd-92a6-3cb4dcfcdcfb', '51741432-1e25-4d11-ae72-d5dbcc6282cc', '379ebd9e-e257-43f9-b8cf-88e133eb57de']",700,0.0
DiSTeBA (Department of Biological and Environmental Sciences and Technology),public,rag,['df15ad3a-b08d-4e36-bb2b-a8bc0ce6a71d'],331,0.0
U.S. Integrated Ocean Observing System,public,manual,['7a4427f6-67ee-4cc1-b95f-3045523420a1'],22928,0.0
Bureau of Marine Resources,public,oceanexpert_id,"['d6133bde-7444-494a-9f47-25d47f7a310e', '564d447c-4974-4938-b88c-a17a65603d8f']",13925,0.0
University of Sevilla; Laboratorio di Biologia Marina,public,baseline,"['a449c6d1-7a79-4b84-a31d-028a3a70b0cb', 'baa2fd15-8103-4153-acaa-268bd41e5462']",1191,0.0
Independiente,outlier,manual,['e3c48dc5-ab62-4652-a60e-1d05298ef385'],538,0.0
Smithsonian Environmental Research Center (SERC),public,baseline,['5ad6c4ff-fb89-4edf-b7b0-212671fb27cf'],44950,0.0
National Research Institute of Fisheries Science,public,baseline,['8e04abe1-117b-4b9d-a488-89a4e8fd8bca'],9,0.0
Undersea Explorer green turtle tracking project,public,manual,"['69d00157-c29f-47bd-a936-79f66b2084ba', 'e990dc5f-d7ae-4eff-b6da-f096bedbe50a', 'b3cb8bbc-803d-4b2e-8183-86f922f5a072', '3a34c221-8305-491e-ba1e-7909bd4c187b']",25,0.0
Guana Tolomato Matanzas National Estuarine Research Reserve,public,baseline,['0f24088d-fcc6-4497-895b-2136f4d3fd1d'],4,0.0
RESEAU DES ACTEURS ET PROFESIONNEL DE LA SAUVEGARDE DES TORTUES MARINES EN AFRIQUE CENTRALE (RASTOMA),public,manual,['89855eb1-75b2-4b78-8abc-e3097ea8dce8'],58,0.0
Observatoire global du Saint-Laurent,public,rag,"['9d4650f0-dce2-4ad7-9dba-ae0a6ad378d3', 'b81e8536-0953-40bf-9d9f-d0a173a34b07', '78ac5402-ed2e-4d85-8362-42a546619b48', '8d7207ae-b18f-45ab-9d60-b965a698559a', '9228a6df-b054-4323-9858-027d7961959b', 'd5901e29-94c4-4ce0-a9ce-21f7eea95310', '06704bbe-f905-4b5e-b797-a216cb791eb8', '4b316ab2-dec6-4bb5-ba55-a8a7e4f21ef8', 'b10430c9-e451-42cc-bf65-08544c137bdf']",8579,0.0
"4554: Scottish Environment Protection Agency, Angus Smith Building (SEPA)",public,rag,"['52bb0807-6b48-4fe7-9f55-9b63d0b3abd3', '11bb7544-a878-43f0-ba64-23da0a294e61', 'f56c665c-56f2-410b-bfb8-4b556e243244']",399,0.0
Coral Eye,private,manual,['c2f5a4b4-ad71-4e62-8d83-7706866b92be'],280,70.0
Department of Paleobiology National Museum of Natural History/ Smithsonian Institution,public,baseline,['8b3f3024-45b6-40b0-913d-fbd02393fb70'],6,0.0
"Observatoire PELAGIS, UMS 3462, University La Rochelle-CNRS",public,baseline,"['924c4d25-6358-44a3-8f4d-24086256ad3e', '553e813b-993b-46f4-b42e-d3a5bf064572', '2101d4c5-c20b-49c0-a44b-3d6484c4c891', '130bab3d-5d88-47ee-b19c-307e8f113ed1']",256290,0.0
Stockholm University,public,baseline,['28b3b579-c7d1-43ad-8cf6-3e5d6b3b2016'],344032,0.0
US DOC; NOAA; NOS; Coral Reef Conservation Program (CRCP),public,rag,"['5702d4da-3041-4601-94f7-7a2e3c6e722c', 'bcd1a4f5-c99b-404d-b01a-47e8a5d80e2b']",164994,0.0
"School of Biological Sciences, University of Western Australia",public,baseline,['c120a0c2-faaf-4d80-8e92-6aa08084eff0'],13902,0.0
University of Alaska Fairbanks – Laboratory for Ecological Wildlife Habitat Data Analysis for the Land- and Seascape,public,oceanexpert_id,"['36e6bd0b-d43f-422c-a40b-d7f98295d93b', '2a5084c8-3f7f-4925-a9e8-470940427ce0']",177,0.0
University of New Hampshire (NHU),public,baseline,['36b58f28-0a03-4447-b688-e4eed56afa3d'],114,0.0
Dubai Turtle Rehabilitation Project,public,rag,"['3ae593b5-f9b8-4858-9f5e-cb0343961956', '51f57261-07bc-4c26-8b1e-a63f7202c049']",151,0.0
Rijksherbarium Leiden/ Hortus Botanicus,public,rag,['91aba9e5-a179-410c-82bd-7eb0829fbcbb'],221,0.0
University of Bremen Centre for Marine Environmental Sciences,public,baseline,"['b08e636b-f5be-4f7f-81db-bdafcdf68e57', 'ab8cfc47-8b3f-4f0e-b0f1-719793823118', 'f3c02ebd-f672-4787-ae0b-92263041cf0d']",105046,0.0
University of Ulster,public,baseline,"['612d0fa9-74df-4cef-9205-b1a945c55d8b', 'ca01e76e-027b-4c21-aed6-235a3f942535']",2695,500.9999999999999
IRTA,public,manual,['9e2005b5-0e20-4701-bbdb-bd441bd65ea3'],2214,0.0
Caribbean OBIS Node,public,rag,"['fa37c84a-ae75-46bf-9bae-82ed34b1f911', '1de8b1fe-8847-4e4f-9140-cfa6dab91e4c', '31677373-22f8-4688-940b-9921d4595bee']",93182,0.0
45: Marine Biological Association of the United Kingdom (MBA),public,rag,['67927f74-23b7-43af-b7e7-a39b1ec63a2b'],1233,0.0
"Department of Zoology and Entomology, University of Hawaii",public,baseline,['7a77a216-69a2-45c2-82bf-81cd0e5f080d'],4,0.0
International Seabed Authority,public,oceanexpert_id,"['34b75485-47cc-4386-95e7-3c5e439377d6', 'b4853d39-b86a-43b3-9ad4-b8e84d95fd6a', '41dd1b13-c30d-44ce-b4ad-ba0e648b4351', '1e00c014-8125-454f-be4d-a2b19e40dcc3', '37ea7432-f767-4e81-8263-6e75f7118070', '30e505e2-27fc-434e-b8c1-19f8d3c02eb4', '2020529f-3220-4f4f-9e0f-bd4edc3df85b', '83a31016-4ec5-4928-ba9f-e3a66e8177f0', 'ca62bc78-135f-4171-8a66-88d244ccc312', '73741f8a-713e-45c0-a6ba-1be9fa50770f', '086623ff-31b0-43e8-8886-9f8d890b6632', '0cf025b7-2c48-4d70-a309-40a75843d695', '7ed58608-0db6-4a9b-a8f1-4527d2002214', '238d650e-0f11-4439-b228-87693689676f', '93de658a-9e25-47f8-811d-0e6365b0f6d7', '601b9550-48f5-403f-903a-e22712a90d7e', 'f8e06264-301f-4623-b960-9b81b0e0c002', 'c280d31c-f62b-4596-b57f-10deea0a31a8', '4c35bfd7-961d-4bf5-ba5b-067e4f29e1c6', 'a9ac85d8-67a1-49bf-8ee8-815536022ce6', '49121bca-c039-4a47-803d-26394ad1ce6f', '3602c484-da4a-4928-a5b1-621c7213e79f', '8665163b-9163-4af2-8ce8-fbe5c9388bcc', '13cc685d-8da5-4c0b-beb5-0e4ba21ac861', 'f39e92e9-e1b5-494d-8f91-876600d2926c', '42e7f007-d4f3-4be8-a4c3-0a51eb2c7ff4', '94ce69e6-6cc8-4f51-a804-8b9268238cdf', '6951ef75-9c6d-4a89-8c3e-59d73d2c0bf2', '2ee46af7-fd89-48ac-9e65-8ee4c2eafafb', 'a4742f1e-c0e3-43a4-8787-6e0e53975248', 'b5aa5079-dc0f-4ce4-9aba-a5d2d9f40143', '56f36466-ae02-43bc-bc2f-a0fc02c174f8', '2c9890c1-45f9-4ac7-a61a-3ec987659045', '5ed4177f-5460-45c0-83cf-a98b1c5a8410', '11b12b09-63e1-49a3-ac17-8cdc85838969', '81b1adc1-0cf7-45b6-ab19-c2a8f3c2b378', 'f9fc671b-8730-49c5-99b9-df2e7b7513d1', '13f1645c-e753-4d0e-b40c-d380c18bf50d', '669598f8-9875-43d5-96d5-a8404904002d', '64798c9f-0a24-4f80-a256-efdb921c59bd', '69981465-a3bb-4faf-88cb-0b73ba19b4c6', 'a914e242-0f35-4233-a9c5-429f7288631d', '1cdb4401-902f-4f3d-aaee-50ab0258aa27', 'f7a9e965-7c86-40f0-a54c-e47cf1ce291d', 'e5cfb6a0-cc12-4e66-99e8-fb83cee16498', '0fd63ab8-597b-4205-b94d-01ae38431cc6', '8fd6f2f5-ee1c-417c-8940-a2c6b46067b3', 'cc2b624b-9f63-4fbb-9a60-d62bb5e63ec0', '40d53f34-ba5c-477a-a9f7-6b221b17c6ff', 'aec15b68-859f-41ed-aa27-11b4f7305a63', '6501a522-3346-45b4-9e54-21f33ccf8bd3', '778be520-efda-4488-9c83-c9fcf371c239', 'b67c93d9-9625-4b6b-921b-0a81680e8735', 'c71e6631-9b46-4a6c-9f6c-d9352ddc64d8', 'b349ea7c-5261-4c9b-8f21-e3959ef2a2b1', 'f41f0bd3-b456-4077-841c-2a068531ef22', '01715b55-1899-47f3-bc5b-0be841f0f378', '9578bf3e-e213-49cd-9442-98dbe8e60248', '6f017f69-5d59-4253-b73d-d9338cc51646', '39b479a3-639e-48d2-9287-cc2580124e11', '5c0e6a1c-adce-40ca-88c5-f1dfb1e650f9', '849672a8-cde1-4884-9281-66588e9a6c7d', '0806f576-7862-463c-b4ba-54a53341be45', '2d332d86-1801-4651-8643-706a15f2d5da', '6051c79d-459f-4ca0-bb99-dd9f21c0d188', '7a5cbf67-fbe0-4828-85a5-52b629d01d4f', '4f60cfa3-fc7a-4b0d-9dc6-bb5c6480ee3b', '4f456f07-e000-427c-b68e-df1b40cb7661', '78abd3fb-c9be-4b02-86ee-5eacd05e9d32', '8c536d29-506c-49e3-8332-28818f175c79', 'a1a5ab3e-81c3-42d4-8655-d1a0f3543b4d', 'bb0b9375-c875-4cb6-8889-6f783e1015be', '8b12af24-e616-43ed-8b04-99dd44a2a670', 'fd7ade64-1931-4542-a92f-2b9d56ee295f', 'c6750ab6-0fd2-42c1-a3b6-b60db9f23e51', '46494f1d-4f49-4ef0-ad10-ab09a8544b84', 'bf61e5ae-4fac-47f5-b744-d083fdb9be72', '90455921-40e0-4c52-b40c-dc0992588569', '6c444d85-e355-46a9-939f-6b2dc6ac9def', '779199d7-d691-41e5-aa38-4acd4e8098f6', '98b7293e-6e24-43c8-aac9-8972913008ee', 'b42e9179-87a6-4686-a358-057d3e624c85', '15efe174-2943-4915-b36e-7af39c873951', 'ca8c19c6-9f5b-45f9-b2cf-fd820d2e2ccc', 'fe970815-6a9a-48f7-8f05-8c88bacec4b0', 'bba269b5-ecf9-439b-99b0-c928383a48d9', '0aa9762f-8b38-4515-bd49-f287a4feffd5', '663dd815-b795-45d3-95e7-04293f7f0b5e', '37c58fe5-2b79-41c4-a296-65c8129fc193', '04080bb2-fd9e-4b44-8cda-b6db6157ea9e', '48beeea5-60d5-4e11-ad3c-754a4a814da9', 'bcd3a958-2fd8-4f8a-b5f7-88e690e36187', 'a809e016-e0b9-4a7b-9c45-a823d587cf9a', 'e7800c95-713e-4ad5-b169-6f5af31ffb9c', 'bbb88dbe-51dd-4f8a-a51a-95b06c92f821', '93176681-2727-44f2-9b7b-85aab5ce7912', 'dd1b9626-4dc8-47a1-b928-87e0cecea9f6', '48b53def-46f8-4e6f-9fae-fb4d90a24fd1', '7686d78d-fe4f-4e22-81d1-18197b5f76e3']",137179,57041.0
NSW Department of Primary Industries,public,rag,['015f4a3e-0202-43cf-8424-97e4eab7488e'],65,0.0
"Australian Institute of Marine Science, Townsville",public,oceanexpert_id,"['217bc2a9-4d9a-4064-bab4-457121c68145', '1c3b71d3-d66c-4aa9-90f4-c10f1f9e9ca0', '6bf16e2d-8564-4a2a-b2eb-d1c9954658c0', 'e39eff49-8eca-401d-830a-6744cbd3ef1d', '1d3d341f-d9e9-4a30-8cce-91d23910e9db', '3957a166-7b48-4359-b06f-92b65218e829', 'c9d0624e-0bf4-4044-a828-9a25e81cf587', 'd8ecc69c-1171-47d2-8cd8-e8a226e449c7', '987a35d0-a3f3-4050-b8c4-de99b01d8eb6', 'f09349a2-4c84-4a8b-8c06-a6f3f5f5da19', 'b545eb74-b139-40ad-96ce-3e9d07d2fd25', '59019e18-d1b2-47ce-95d2-b53032df3274', '127b85e6-bedd-47cb-97f0-fb0f0348b83a', '17a7d690-e05d-4054-bb61-77bb3f26ba0a', 'b4a5e409-bedd-43a2-835a-b7e374557791', '82a0b489-1b56-4810-a97c-b2866ca0e901', 'f8bba1da-59a0-47f2-8b90-b1b6c7ee684f', 'eee81b0b-6b72-4963-9f43-ff1631bbfea3', 'd001ebb9-0fea-4931-9544-048f57b15c0b', 'bd4ebfab-5ab9-46fc-a8db-01709c2b7464', 'b1253eed-05ce-41bc-9cb9-0fe001ec37b5', '8206a7ff-46fd-434d-82a2-d5b63c8e73ec', 'e408c07b-408e-43f5-93e2-3957dd80b43b', '99540296-ee30-4a08-a607-c3521a1036db', 'ad84df91-addc-47a5-a591-ed4b6b6d9c07', '132078ef-176b-4825-b5d3-2a7592ed913e', '7cfdade7-d4c1-4b41-8fce-5cc5e7b41cd3', 'f378dbb6-0513-4a1b-81fb-075a985fef97', '28e4230a-cfca-47f1-a530-4f1179307336']",454468,0.0
CSIRO Marine National Facility,public,baseline,['3bc8cc0d-875b-4fdd-bead-bcce8a07ebec'],422,0.0
Cal Poly Pomona,public,rag,"['fbf4cb59-cef3-43be-b0ab-0dbab5f51740', '438b8f02-3421-4b2c-a5b2-5934ab76f47b']",76067,0.0
Moss Landing Marine Labs,public,rag,['c9aaa0e9-8f6c-4553-a014-a857baba0680'],11724,0.0
Cumbria Biodiversity Data Centre,public,oceanexpert_id,['da8bcf38-305f-4d2d-b526-f0e8d2e07dc4'],9022,0.0
Southwest Fisheries Science Center,public,rag,['d8b738c8-6eda-4735-8136-53630eedab6a'],53724,0.0
"Department of Agriculture, Forestry and Fisheries",public,rag,"['680d54a2-3504-4989-be97-581023102d7b', '20ba274e-b09a-4c03-a8ae-7d2a30020f70']",16,0.0
DLO-Institute for Forestry and Nature Research,public,baseline,['5aee7565-03ae-4f76-bb0b-6ff34d745d17'],40,0.0
University of South Carolina Beaufort,public,baseline,['5c391d75-65ef-47b9-abbb-769ab587e819'],2174,167.23076923076923
Supporting Sea Turtle Survival at Queens Beach,public,rag,['213c5b91-3677-4595-a957-f6577ed48cc8'],2,0.0
ASSOCIATION CAMEROUNAISE DE BIOLOGIE MARINE (ACBM),public,rag,"['6e9a472d-7220-4349-913e-c459f7b4d696', 'ba705323-e376-4066-946a-e105bb9b601e']",1176,0.0
"UMR 7138 Systematique, Adaptation et Evolution, Universite Pierre et Marie Curie, Case 5",public,rag,['629522cd-0850-48da-98d0-11c498b59997'],16,0.0
OBIS Canada,public,oceanexpert_id,"['18e4fa5b-5f92-4e09-957b-b242003287e9', '185fe84e-91f7-4f2c-b2ac-115116c7111e', 'd64c0db0-78b6-4596-890a-97144cfe549e', '866600af-b319-42ad-821b-d813a2629088', '74312b5c-a38f-4e72-a8a7-d938dbcd23e4', '1ad423c7-dba3-426f-b814-f0808413a708', '646a02cb-9839-4d0f-ab84-53ba34864c20', '8e5ebdf7-05f1-4d0d-b9d0-84bf1575926e', '9ec2959d-5dbe-4c63-98b7-d69b3667192a', 'fe09e1dc-61fa-482d-a2f9-f5a597f65b43', '52d2ab6c-0ef3-47aa-b26a-ead6550510a1', '7e4228e5-a962-4b01-952f-7bf33e213a9c', 'adc95f98-963d-4678-9b10-57cebf81dc8d', 'cf78d68d-fc40-4f89-81ed-d64462660175', 'a1f6bab4-58f6-4308-9ab9-e62041783406', 'bf496057-5891-4bc4-88e1-f20c18032fe7', '41872622-4c60-4c5f-ab41-dcac3b0f51ad', '663f28be-5f58-41e8-99f4-6f83ae2f8d13']",257230,1002.25
Universidad de Panamá,public,baseline,"['83502887-3afb-4de4-b98c-33c04dc5450b', '0afb9d35-96e4-434e-b6ff-6a3e87ffc8c1']",388,0.0
U.S. Fish &amp; Wildlife Service,public,rag,['9fd109f3-079f-4836-80df-7848ddeecd47'],54,0.0
ETH Zurich,public,rag,['99e432a3-9be6-4374-b6d2-91e29d6a5987'],432,0.0
University of Puerto Rico at Mayagüez,public,oceanexpert_id,['81db945e-d319-4237-b49e-cd3e78937393'],20566,0.0
"Fundación La Salle de Ciencias Naturales, Estación de Investigaciones Marinas",public,rag,['afef5da2-614b-4208-aee6-c2413ed5ab76'],4611,0.0
"Stockholm University, Department of Systems Ecology",public,oceanexpert_id,['c3286697-c89b-4f5c-b7c4-d076529bee34'],611,0.0
"Institut de Recherche pour le Développement, Centre de Nouméa",public,oceanexpert_id,['e971710e-054e-43f2-b23c-c149d6c76cb4'],57291,0.0
New England Aquarium,public,rag,"['0860ea0a-6f67-4ef9-8f80-3938e55b951b', 'a5c190a8-52f0-430c-bcf1-86f6959bf1da', 'e87df918-8c99-4add-909b-3a8364e0b6aa']",989,236.5
Rijks Universiteit Groningen,public,baseline,['d50360d0-7a15-4f5c-81d2-fac16055e9ef'],40,0.0
MARNR-PROFAUNA,public,rag,['85ed7a1f-6521-4373-b78f-da0ab1af8b8f'],124,0.0
"2224: Centre for Environment, Fisheries and Aquaculture Science, Weymouth Laboratory (CEFAS)",public,rag,['77cd73c0-62a0-48a6-b8af-9d6324e5b15a'],26,0.0
"Universiteit van Amsterdam; Faculteit der Natuurwetenschappen, Wiskunde en Informatica Zoologisch Museum Amsterdam",public,baseline,"['2102c55e-588b-4c35-96c7-822fd50c3437', '319a6a7f-2a86-4aec-bb66-1d5cb94473d9']",27451,0.0
Corporación Autónoma Regional de La Guajira - Corpoguajira,public,manual,[],0,0.0
"James Cook University, Townsville",public,oceanexpert_id,"['6bf16e2d-8564-4a2a-b2eb-d1c9954658c0', '635d569e-aa7f-410e-93ac-a12003cbeca7', '06a2ecf5-c1cc-422b-8a94-137995e97f7c', 'e9afe342-1654-4600-beaf-b96307ae0728', '39c96146-953d-4821-8542-faca0611ed43', '487b9a1c-e04d-471d-9787-00c869cb726c', 'c02f4596-9f85-4909-885b-e502f893b5bb', '82a0b489-1b56-4810-a97c-b2866ca0e901', '4ac9f38d-51fc-44a0-9e7b-c8a90c920478', '5c54bc6c-d6c4-4ad8-9341-959a28f33ebb', '002eea41-acbf-4d60-ad84-6f4e3c46d9be', '16a0cea1-9b1a-4fc9-97ba-c0fa325db02b', 'b189bf53-dd20-4229-b3ab-09d94aa9ce06', '6d842380-1cf0-4a1b-9b12-f6d1a8d892b2', '967f706a-292c-487a-a4bd-d477ff5efeaa', '08d6a561-fe83-47cb-81dd-913353935c18', '03d022eb-0db0-4d99-b64f-930766a4b4c5', '357e7c4a-d05c-45f8-ad06-0f430e3dba4e', '6c98e202-732e-41a6-838b-b542da1f5217', 'c633b0f8-90bb-43f2-8680-65ac26dd8400', '423c7250-6e26-4fb9-831a-8418c8aa9eac', 'f2dc0b36-35a4-4d2c-903a-294528d569b6', '9822f965-2b22-4973-b559-981867053c7f', '42da0536-9855-4bb8-b76a-c8bd4b66436c']",872946,0.0
UWA / WAMSI,public,rag,['689b8597-99d6-4979-adb8-c8c72b94d04e'],5805,0.0
"School of Biological Sciences, University of Auckland",public,baseline,"['006afa73-f64d-4234-a03a-7514f8a764d0', 'ef21a152-309e-4cc5-86e6-31336f73535c', '7d9f4933-2eb4-4dac-bf50-5d9e0682e317', '32f5240a-6f3c-4462-b679-55fcac058e4c']",5299,0.0
Alaska Department of Fish &amp; Game,public,manual,['55cdfd04-c597-43c1-9420-c1c2601071a4'],663,0.0
"Dalhousie and DFO, Bedford Institute of Oceanography Collaboration",public,baseline,['1b14f4a2-95ea-47d0-94fd-a1d3b1c6a4bf'],883,0.0
"Escritora, Creadora y Curadora de Contenidos Digitales",public,manual,['9fbaeb21-a0dc-4a29-8237-1cd7ada266e0'],10435,0.0
Diversity of the Indo-Pacific Network,public,oceanexpert_id,['c04414fb-9ac0-42d2-be21-f0754f416e04'],38759,0.0
Programa para Protección de Tortugas Marinas del H. X Ayuntamiento de Los C,public,manual,"['9310a22d-a9bd-4183-b2a1-299e2e727c36', 'f7a69ece-9e1b-4203-b90a-ebcdf2bbde30']",43,0.0
University of Wisconsin,public,baseline,['405ab854-9ebd-4fe1-86b0-d3d578ae0751'],3858,0.0
Koninklijk Belgisch Instituut voor Natuurwetenschappen; Departement Beheer van het Mariene Ecosysteem; Beheerseenheid Mathematisch Model Noordzee en Schelde-estuarium; Oostende,public,baseline,['beee292b-d8b5-43b5-a836-906b92486908'],7,0.0
"Department of Marine Sciences, University of the Aegean",public,baseline,['4e7516a2-e4c3-4301-a418-da55f5d127f1'],5398,0.0
"Department of Geography, University of British Columbia",public,baseline,['284eecaf-b3d1-4d8e-9768-c9c01ce294e2'],947,0.0
National Natural History Museum Paris; Station de Biologie Marine de Concarneau,public,baseline,['f3416b37-508f-45f0-a91f-165800611f4d'],31172,0.0
Marine Biological Association of the UK,public,oceanexpert_id,"['e435b0ec-63ed-4659-a063-f398543cc1b3', '9b9b4acb-6d2a-460a-929f-9d119f80f349', '02a79cb0-af67-436b-939b-117553a63a90']",7125,0.0
Universidad Las Palmas de Gran Canaria,public,oceanexpert_id,"['8612623b-aa64-4105-aaa0-50b9bef135ba', '2a2737f0-caae-4a4f-874f-612cb43ff1bc', 'b216687d-99ec-4f86-b28d-276f136a9611']",17707,0.0
Station Biologique de Roscoff,public,oceanexpert_id,"['29085f95-19fc-40f5-9e8c-4b566bfd240d', '3aa23743-5491-481b-9a70-42a537b61ed2', '6843553e-c559-4f51-aae1-29ff1b03f331', '9d7d536d-fe9e-4e05-911e-3ec60e182ce0', 'ed7cb012-2169-41e9-98b6-3da7c23d018f', 'e8f6f42e-0e33-4382-9998-9a178eac3191', 'f180f1e9-817b-49f7-b5f4-04e1cc193f48', '63bc35fe-a9ab-4cef-935a-56591fa0d91d', '3d08e18e-6146-4e27-ab0e-03504a65cbd4', '5f6e6e4c-0e3e-4722-88a7-e3c0590df38a']",113899,986.2105263157894
Cabrillo National Monument,public,baseline,"['fbf4cb59-cef3-43be-b0ab-0dbab5f51740', '438b8f02-3421-4b2c-a5b2-5934ab76f47b']",76067,0.0
Rijksuniversiteit Groningen,public,baseline,['9afe0ed9-4d76-4325-a3ef-45714dc8afe7'],681,0.0
Natural History Museum,public,baseline,['f6605170-7d13-4f65-961f-bd322e848d7f'],180,0.0
Universidad del Magdalea,public,baseline,['8cc6429c-0226-45bd-88df-ffe6a3047bcd'],200,0.0
Massachusetts Division of Marine Fisheries,public,rag,"['78bf6b7f-555c-4bf7-8d81-a766c5bc736e', 'b7ec83f0-1245-45c5-bc6d-a6c863059e52']",8585,0.0
Zoologische Staatssammlung München,public,rag,['1f9f2ee2-d103-4afd-86da-e9deb8606524'],6,0.0
" Department of Agriculture, Forestry and Fisheries",public,oceanexpert_id,"['e6656ef4-aede-43c8-859d-c3364911c5b7', '27f99da0-901f-4f81-9f11-46d2506fa4dd']",2964,0.0
Ecology Action Centre,public,oceanexpert_id,['4312e526-3f49-4291-9ef6-91408686cb7a'],371,0.0
U.S. Geological Survey – Wetland and Aquatic Research Center,public,oceanexpert_id,"['a5aa7f04-bc65-4921-9058-c02dea97c0da', '196349b0-4015-44c1-bab4-e7f0ef513275', '62125eda-53d3-41bd-ae1f-1b7e0cda2963']",8408,0.0
Parque Nacional Natural Los Corales del Rosario y de San Bernardo,public,oceanexpert_id,"['7140a522-1379-452e-a8a7-8841a96fe656', 'cbb0b14b-27f9-4b4d-a650-e55bdb322a7f', '4bbfb75e-7b41-4f8f-b475-051d8c21860a', '3f3a3f44-5734-4fa6-a62d-7f1c998a3259', 'fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce']",279956,0.0
